"Name","Country","Province","Population","Longitude","Latitude"
"Limeira","BR","Sao Paulo",230292,0.0,0.0
"Limoges","F","Limousin",133464,1.2,45.5
"Limon","CR","Limon",67800,-83.0,10.0
"Lincoln","GB","Lincolnshire",0,0.0,0.0
"Lincoln","USA","Nebraska",191972,-96.4,40.5
"Lindi","EAT","Lindi",0,0.0,0.0
"Linfen","TJ","Shanxi",187309,0.0,0.0
"Linhares","BR","Espirito Santo",103030,0.0,0.0
"Linhe","TJ","Nei Monggol",133183,0.0,0.0
"Linkoping","S","Ostergotland",131370,15.3,58.3
"Linqing","TJ","Shandong",123958,0.0,0.0
"Linyi","TJ","Shandong",324720,0.0,0.0
"Linz","A","Upper Austria",203000,14.18,48.18
"Lipetsk","R","Lipetskaya oblast",474000,0.0,0.0
"Lisbon","P","Lisbon",807937,-9.13333,38.7167
"Little Rock","USA","Arkansas",175727,-92.3,34.4
"Liupanshui","TJ","Guizhou",363954,0.0,0.0
"Liuzhou","TJ","Guangxi Zhuangzu",609320,0.0,0.0
"Liverpool","GB","Merseyside",474000,0.0,0.0
"Livingstone","Z","Southern",0,0.0,0.0
"Livonia","USA","Michigan",100850,0.0,0.0
"Livorno","I","Toscana",171265,0.0,0.0
"Liyang","TJ","Jiangsu",109520,0.0,0.0
"Ljubljana","SLO","Slovenia",0,14.5,46.05
"Llandrindod Wells","GB","Powys",0,0.0,0.0
"Llangefni","GB","Anglesey",0,0.0,0.0
"Lleida","E","Catalonia",114234,0.0,0.0
"Lodz","PL","Lodzkie",852000,0.0,0.0
"Logrono","E","Rioja",124823,0.0,0.0
"Loikaw","MYA","Kayah",0,0.0,0.0
"Lomas de Zamoras","RA","Buenos Aires",572769,0.0,0.0
"Lome","RT","Togo",0,1.1,6.1
"Lomza","PL","Lomzynskie",0,0.0,0.0
"London","GB","Greater London",6967500,0.0,51.4833
"London","CDN","Ontario",303165,-81.15,43.0333
"Londrina","BR","Parana",412894,0.0,0.0
"Long Beach","USA","California",429321,-118.15,33.8167
"Long Xuyen","VN","Vietnam",214037,0.0,0.0
"Longjing","TJ","Jilin",139417,0.0,0.0
"Longkou","TJ","Shandong",148362,0.0,0.0
"Longueuil","CDN","Quebec",129874,0.0,0.0
"Longyan","TJ","Fujian",134481,0.0,0.0
"Longyearbyen","SVAX","Svalbard",0,15.33,78.13
"Los Angeles","USA","California",3485557,-118.0,34.0
"Los Mochis","MEX","Sinaloa",162659,0.0,0.0
"Los Teques","YV","Miranda",140617,0.0,0.0
"Loudi","TJ","Hunan",128418,0.0,0.0
"Louga","SN","Louga",0,0.0,0.0
"Louisville","USA","Kentucky",269555,-85.7333,38.1833
"Lowell","USA","Massachusetts",103439,-71.3167,42.65
"Luan","TJ","Anhui",144248,0.0,0.0
"Luanda","ANG","Luanda",0,13.2,-8.6
"Luanshya","Z","Copperbelt",146275,0.0,0.0
"Lubango","ANG","Huila",0,0.0,0.0
"Lubbock","USA","Texas",186206,-101.817,33.65
"Lubeck","D","Schleswig Holstein",216854,0.0,0.0
"Lublin","PL","Lubelskie",350000,0.0,0.0
"Lubumbashi","ZRE","Shaba/Katanga",851381,0.0,0.0
"Lucapa","ANG","Lunda Norte",0,0.0,0.0
"Lucknow","IND","Uttar Pradesh",1619115,81.0,27.0
"Ludhiana","IND","Punjab",1042740,0.0,0.0
"Ludwigshafen","D","Rheinland Pfalz",167883,0.0,0.0
"Luena","ANG","Moxico",0,0.0,0.0
"Luhansk","UA","Luhanska",501000,0.0,0.0
"Lulea","S","Norrbotten",66526,22.1,65.4
"Luohe","TJ","Henan",126438,0.0,0.0
"Luoyang","TJ","Henan",1190000,0.0,0.0
"Lusaka","Z","Lusaka",982362,28.2,-15.3
"Luton","GB","Bedfordshire",178600,0.0,0.0
"Lutsk","UA","Volynska",204000,0.0,0.0
"Luxembourg","L","Luxembourg",76600,6.08,49.4
"Luzern","CH","LU",59811,0.0,0.0
"Luzhou","TJ","Sichuan",262892,0.0,0.0
"Luziania","BR","Goias",104840,0.0,0.0
"Lviv","UA","Lvivska",798000,0.0,0.0
"Lyallpur","PK","Pakistan",1875000,0.0,0.0
"Lyon","F","Rhone Alpes",415487,4.78333,45.7
"Lyubertsy","R","Moskovskaya oblast",166000,0.0,0.0
"Maanshan","TJ","Anhui",305421,0.0,0.0
"Maastricht","NL","Limburg",164701,0.0,0.0
"Macae","BR","Rio de Janeiro",112966,0.0,0.0
"Macapa","BR","Amapa",214197,-52.0,0.5
"Macau","MACX","Macau",0,113.55,22.2
"Macclesfield","GB","Cheshire",151400,0.0,0.0
"Maceio","BR","Alagoas",723156,-35.5,-9.3
"Machakos","EAK","Eastern",116100,0.0,0.0
"Macon","USA","Georgia",107365,-83.65,32.7
"Madison","USA","Wisconsin",190766,-89.2,43.0
"Madiun","RI","Indonesia",170242,0.0,0.0
"Madras","IND","Tamil Nadu",3841396,80.25,13.0667
"Madrid","E","Madrid",3041101,-3.68333,40.4167
"Madurai","IND","Tamil Nadu",940989,0.0,0.0
"Maebashi","J","Gumma",0,0.0,0.0
"Magadan","R","Magadanskaya oblast",128000,0.0,0.0
"Magdeburg","D","Sachsen Anhalt",265379,11.6,52.1
"Mage","BR","Rio de Janeiro",180550,0.0,0.0
"Magelang","RI","Indonesia",123213,0.0,0.0
"Magnitogorsk","R","Chelyabinskaya oblast",427000,0.0,0.0
"Magway","MYA","Magway",0,0.0,0.0
"Maidstone","GB","Kent",138500,0.0,0.0
"Maiduguri","WAN","Nigeria",282000,0.0,0.0
"Mainz","D","Rheinland Pfalz",184627,8.1,50.0
"Majunga","RM","Mahajanga",200000,0.0,0.0
"Majuro","MH","Marshall Islands",7600,171.3,7.1
"Makati","RP","Philippines",484000,0.0,0.0
"Makhachkala","R","Rep. of Dagestan",339000,0.0,0.0
"Makiyivka","UA","Donetska",427000,0.0,0.0
"Makurdi","WAN","Nigeria",109000,0.0,0.0
"Malabo","GQ","Equatorial Guinea",33000,9.0,4.0
"Malaga","E","Andalusia",531443,0.0,0.0
"Malakal","SUD","Aali an Nil",0,0.0,0.0
"Malambo","CO","Atlantico",112289,0.0,0.0
"Malang","RI","Indonesia",695618,0.0,0.0
"Malanje","ANG","Malanje",0,0.0,0.0
"Malatya","TR","Malatya",319700,0.0,0.0
"Malayer","IR","Hamadan",130458,0.0,0.0
"Male","MV","Maldives",46334,72.0,2.0
"Malindi","EAK","Coast",35200,0.0,0.0
"Malmo","S","Malmohus",245699,13.0,55.3
"Mamoutzou","MAYO","Mayotte",0,45.13,-12.46
"Manado","RI","Indonesia",320990,0.0,0.0
"Managua","NIC","Nicaragua",1195000,-86.25,12.1667
"Manama","BRN","Bahrain",145000,50.5,26.0
"Manaus","BR","Amazonas",1158265,-60.0,-3.1
"Manchester","GB","Greater Manchester",431100,0.0,0.0
"Manchester","USA","New Hampshire",99332,0.0,0.0
"Mandalay","MYA","Mandalay",532900,96.1,21.9833
"Mangangue","CO","Bolivar",104496,0.0,0.0
"Manila","RP","Philippines",1655000,120.983,14.5833
"Manisa","TR","Manisa",187500,0.0,0.0
"Manizales","CO","Caldas",335125,0.0,0.0
"Mannheim","D","Baden Wurttemberg",316223,8.46667,49.5667
"Mansa","Z","Luapula",0,0.0,0.0
"Mansfield","GB","Nottinghamshire",102100,0.0,0.0
"Manzanillo","C","Granma",107650,0.0,0.0
"Manzhouli","TJ","Nei Monggol",120023,0.0,0.0
"Maoming","TJ","Guangdong",178683,0.0,0.0
"Maputo","MOC","Maputo (munic.)",931591,33.0,-26.0
"Mar del Plata","RA","Buenos Aires",512880,0.0,0.0
"Maraba","BR","Para",147030,0.0,0.0
"Maracaibo","YV","Zulia",1249670,-71.6,10.65
"Maracanau","BR","Ceara",160088,0.0,0.0
"Maracay","YV","Aragua",354196,0.0,0.0
"Maragheh","IR","Azarbayian e Gharbt",117388,0.0,0.0
"Mardan","PK","Pakistan",147977,0.0,0.0
"Mardin","TR","Mardin",0,0.0,0.0
"Marghilon","UZB","Farghona",129000,0.0,0.0
"Mariehamn","SF","Aland",9500,19.5,60.1
"Mariestad","S","Skaraborg",24255,13.5,58.4
"Marigot","SMAR","Saint Martin",5700,-63.1,18.1
"Marilia","BR","Sao Paulo",177503,0.0,0.0
"Maringa","BR","Parana",267878,0.0,0.0
"Mariupol","UA","Donetska",520000,0.0,0.0
"Markham","CDN","Ontario",153811,0.0,0.0
"Maroua","CAM","Nord extreme",143000,0.0,0.0
"Marrakech","MA","Morocco",745541,0.0,0.0
"Marsa Matruh","ET","Matruh",0,0.0,0.0
"Marseille","F","Provence Cote dAzur",800550,5.2,43.2
"Mary","TM","Mary",94900,0.0,0.0
"Masan","ROK","South Korea",441358,0.0,0.0
"Masaya","NIC","Nicaragua",100646,0.0,0.0
"Maseru","LS","Lesotho",75000,27.5,-29.3
"Mashhad","IR","Khorasan",1964489,59.4,36.2
"Masjed e Soleyman","IR","Khuzestan",107539,0.0,0.0
"Mata-Utu","WAFU","Wallis and Futuna",0,-171.56,-13.57
"Matadi","ZRE","Bas Zaire",172730,0.0,0.0
"Matala","MOC","Maputo",337239,0.0,0.0
"Matamoros","MEX","Tamaulipas",266055,0.0,0.0
"Matanzas","C","Matanzas",123843,0.0,0.0
"Mataro","E","Catalonia",102117,0.0,0.0
"Matlock","GB","Derbyshire",0,0.0,0.0
"Matsue","J","Shimane",0,0.0,0.0
"Matsuyama","J","Ehime",0,0.0,0.0
"Maturin","YV","Monagas",206654,0.0,0.0
"Maua","BR","Sao Paulo",344684,0.0,0.0
"Maykop","R","Rep. of Adygeya",165000,0.0,0.0
"Mazatlan","MEX","Sinaloa",262705,0.0,0.0
"Mbabane","SD","Swaziland",0,31.1,-25.0
"Mbandaka","ZRE","Equateur",169841,0.0,0.0
"Mbanza Congo","ANG","Zaire",0,0.0,0.0
"Mbeya","EAT","Mbeya",152844,0.0,0.0
"Mbuji Mayi","ZRE","Kasai Oriental",806475,0.0,0.0
"McAllen","USA","Texas",84021,0.0,0.0
"Medan","RI","Indonesia",1730752,98.6833,3.58333
"Medellin","CO","Antioquia",1621356,-75.6,6.21667
"Meerut","IND","Uttar Pradesh",753778,0.0,0.0
"Mehrshahr","IR","Tehran",413299,0.0,0.0
"Meihekou","TJ","Jilin",209038,0.0,0.0
"Meixian","TJ","Guangdong",132156,0.0,0.0
"Mejicanos","ES","El Salvador",145000,0.0,0.0
"Mekele","ETH","Ethiopia",119779,0.0,0.0
"Meknes","MA","Morocco",530171,0.0,0.0
"Melaka","MAL","Melaka",295999,0.0,0.0
"Melbourne","AUS","Victoria",3081000,144.967,-37.8167
"Melekeok","PAL","Palau",391,134.6,7.5
"Memphis","USA","Tennessee",618652,-90.0,35.05
"Mendoza","RA","Mendoza",773113,-69.0,-33.0
"Menongue","ANG","Cuando Cubango",0,0.0,0.0
"Merida","E","Estremadura",0,0.0,0.0
"Merida","YV","Merida",170902,0.0,0.0
"Merida","MEX","Yucatan",523422,-89.6333,20.9667
"Mersin","TR","Icel",523000,0.0,0.0
"Merthyr Tydfil","GB","Merthyr Tydfil",0,0.0,0.0
"Meru","EAK","Eastern",78100,0.0,0.0
"Mesa","USA","Arizona",289199,0.0,0.0
"Mesquite","USA","Texas",101484,0.0,0.0
"Messina","I","Sicilia",274846,0.0,0.0
"Metz","F","Lorraine",119594,6.2,49.1
"Mexicali","MEX","Baja California",438377,-115.3,32.4
"Mexico City","MEX","Distrito Federal",9815795,-99.2,19.4
"Mezhdurechensk","R","Kemerovskaya oblast",105000,0.0,0.0
"Miami","USA","Florida",358648,-80.1,25.4
"Mianyang","TJ","Sichuan",262947,0.0,0.0
"Miass","R","Chelyabinskaya oblast",167000,0.0,0.0
"Michurinsk","R","Tambovskaya oblast",108000,0.0,0.0
"Middelburg","NL","Zeeland",0,0.0,0.0
"Middlesbrough","GB","Cleveland",145800,0.0,0.0
"Miercurea Ciuc","RO","Harghita",0,0.0,0.0
"Mikkeli","SF","Mikkeli",28000,27.2,61.4
"Milan","I","Lombardia",1432184,9.28333,45.45
"Milton Keynes","GB","Buckinghamshire",184400,0.0,0.0
"Milwaukee","USA","Wisconsin",628088,-87.9,42.95
"Minatitlan","MEX","Veracruz",142060,0.0,0.0
"Minna","WAN","Nigeria",120000,0.0,0.0
"Minneapolis","USA","Minnesota",368383,0.0,0.0
"Minsk","BY","Belarus",1540000,27.55,53.9
"Mirpur Khas","PK","Pakistan",124371,0.0,0.0
"Mishan","TJ","Heilongjiang",132744,0.0,0.0
"Miskolc","H","Miskolc (munic.)",192000,0.0,0.0
"Mississauga","CDN","Ontario",463388,0.0,0.0
"Mito","J","Ibaraki",0,0.0,0.0
"Mitu","CO","Vaupes",0,0.0,0.0
"Mixco","GCA","Guatemala",209791,0.0,0.0
"Miyazaki","J","Miyazaki",0,0.0,0.0
"Mkokotoni","EAT","Kaskazini Ujunga",0,0.0,0.0
"Mmabatho","RSA","North West",0,0.0,0.0
"Mobile","USA","Alabama",196263,-88.25,30.6833
"Mocoa","CO","Putumayo",0,0.0,0.0
"Modena","I","Emilia Romagna",177501,0.0,0.0
"Modesto","USA","California",164746,-121.0,37.65
"Moers","D","Nordrhein Westfalen",107011,0.0,0.0
"Mogadishu","SP","Somalia",0,45.3,2.2
"Moji das Cruzes","BR","Sao Paulo",314947,0.0,0.0
"Moji Guacu","BR","Sao Paulo",114555,0.0,0.0
"Mokpo","ROK","South Korea",247524,0.0,0.0
"Mold","GB","Flintshire",0,0.0,0.0
"Molde","N","Moere og Romsdal",21448,7.1,62.5
"Mombasa","EAK","Coast",465000,39.4,-4.0
"Monaco","MC","Monaco",1234,7.2,43.7
"Monchengladbach","D","Nordrhein Westfalen",266073,0.0,0.0
"Monclova","MEX","Coahuila",177792,0.0,0.0
"Mongu","Z","Western",0,0.0,0.0
"Monrovia","LB","Liberia",0,-10.8,6.3
"Mons","B","Hainaut",90720,4.5,50.4
"Monteria","CO","Cordoba",276074,0.0,0.0
"Monterrey","MEX","Nuevo Leon",1068996,-100.3,25.6667
"Montes Claros","BR","Minas Gerais",271324,0.0,0.0
"Montevideo","ROU","Uruguay",1247000,-56.2167,-34.85
"Montgomery","USA","Alabama",190350,-86.3667,32.3833
"Montpelier","USA","Vermont",8241,-72.4,44.2
"Montpellier","F","Languedoc Roussillon",207996,3.5,43.3
"Montreal","CDN","Quebec",1017666,-73.5,45.3
"Monywa","MYA","Sagaing",106800,0.0,0.0
"Monza","I","Lombardia",123188,0.0,0.0
"Moquegua","PE","Moquegua",0,0.0,0.0
"Moradabad","IND","Uttar Pradesh",429214,0.0,0.0
"Morelia","MEX","Michoacan",428486,-101.1,19.4
"Moreno Valley","USA","California",118779,0.0,0.0
"Morioka","J","Iwate",0,0.0,0.0
"Morogoro","EAT","Morogoro",117760,0.0,0.0
"Moron","RA","Buenos Aires",641541,0.0,0.0
"Moroni","COM","Comoros",0,43.0,-12.0
"Moscow","R","Moskva",8717000,37.6667,55.7667
"Moshi","EAT","Kilimanjaro",0,0.0,0.0
"Moss","N","Oestfold",24517,10.4,59.3
"Mossoro","BR","Rio Grande do Norte",205732,0.0,0.0
"Mostaganem","DZ","Algeria",114037,0.0,0.0
"Mostoles","E","Madrid",199141,0.0,0.0
"Mosul","IRQ","Ninawa",664221,43.15,36.3167
"Moulmein","MYA","Mon",220000,0.0,0.0
"Moyobamba","PE","San Martin",0,0.0,0.0
"Mtwara Mikandani","EAT","Mtwara",0,0.0,0.0
"Mudanjiang","TJ","Heilongjiang",571705,0.0,0.0
"Mufulira","Z","Copperbelt",152944,0.0,0.0
"Mugla","TR","Mugla",0,0.0,0.0
"Mulheim an der Ruhr","D","Nordrhein Westfalen",176513,0.0,0.0
"Mulhouse","F","Alsace",108357,0.0,0.0
"Multan","PK","Pakistan",1257000,0.0,0.0
"Mumbai","IND","Maharashtra",9925891,72.5,19.0
"Munich","D","Bayern",1290079,11.5667,48.15
"Munster","D","Nordrhein Westfalen",264887,0.0,0.0
"Murcia","E","Murcia",341531,0.0,0.0
"Murmansk","R","Murmanskaya oblast",407000,0.0,0.0
"Murom","R","Vladimirskaya oblast",126000,0.0,0.0
"Mus","TR","Mus",0,0.0,0.0
"Muscat","OM","Oman",30000,58.5,23.5
"Mushin","WAN","Nigeria",294000,0.0,0.0
"Musoma","EAT","Mara",0,0.0,0.0
"Mwanza","EAT","Mwanza",223013,0.0,0.0
"Mwene Ditu","ZRE","Kasai Oriental",137459,0.0,0.0
"Myitkyina","MYA","Kachin",0,0.0,0.0
"Mykolayiv","UA","Mykolayivska",508000,0.0,0.0
"Mymensingh","BD","Bangladesh",202000,0.0,0.0
"Mysore","IND","Karnataka",606755,0.0,0.0
"Mytilini","GR","Voreion Aiyaion",0,0.0,0.0
"Mytishchi","R","Moskovskaya oblast",152000,0.0,0.0
"Naberezhnye Chelny","R","Rep. of Tatarstan",526000,0.0,0.0
"Nablus","WEST","West Bank",104000,35.3,32.2
"Nacala","MOC","Maputo",125208,0.0,0.0
"Nacaome","HCA","Valle",0,0.0,0.0
"Nagano","J","Nagano",0,0.0,0.0
"Nagasaki","J","Nagasaki",0,0.0,0.0
"Nagoya","J","Aichi",2108000,0.0,0.0
"Nagpur","IND","Maharashtra",1624752,79.1167,21.15
"Naha","J","Okinawa",0,0.0,0.0
"Nairobi","EAK","Nairobi",1346000,36.8,-1.26667
"Najafabad","IR","Esfahan",160004,0.0,0.0
"Nakhodka","R","Primorsky kray",163000,0.0,0.0
"Nakhon Ratchasima","THA","Thailand",278000,0.0,0.0
"Nakhon Sawan","THA","Thailand",152000,0.0,0.0
"Nakhon si Thammarat","THA","Thailand",112000,0.0,0.0
"Nakuru","EAK","Rift Valley",162800,0.0,0.0
"Nalchik","R","Kabardino Balkar Rep.",239000,0.0,0.0
"Nam Dinh","VN","Vietnam",219615,0.0,0.0
"Namangan","UZB","Namangan",341000,0.0,0.0
"Namibe","ANG","Namibe",0,0.0,0.0
"Nampo","NOK","North Korea",370000,0.0,0.0
"Nampula","MOC","Nampula",250473,0.0,0.0
"Namur","B","Namur",105014,4.9,50.4
"Nanchang","TJ","Jiangxi",1350000,115.5,28.4
"Nanchong","TJ","Sichuan",180273,0.0,0.0
"Nancy","F","Lorraine",99351,6.1,48.4
"Nanjing","TJ","Jiangsu",2500000,119.0,32.5
"Nanning","TJ","Guangxi Zhuangzu",1070000,108.5,22.5
"Nanping","TJ","Fujian",195064,0.0,0.0
"Nantes","F","Pays de la Loire",244995,-1.56667,47.25
"Nantong","TJ","Jiangsu",343341,0.0,0.0
"Nanyang","TJ","Henan",243303,0.0,0.0
"Naogaon","BD","Bangladesh",110000,0.0,0.0
"Naperville","USA","Illinois",85806,0.0,0.0
"Napoli","I","Campania",1206013,14.15,40.5
"Nara","J","Nara",0,0.0,0.0
"Narayanganj","BD","Bangladesh",296000,0.0,0.0
"Narsinghdi","BD","Bangladesh",106000,0.0,0.0
"Narvik","N","Nordland",18754,17.3,68.3
"Nashville","USA","Tennessee",455657,-86.4,36.1
"Nashville Davidson","USA","Tennessee",488366,0.0,0.0
"Nasik","IND","Maharashtra",656925,0.0,0.0
"Nassau","BS","Bahamas",140000,-77.35,25.0833
"Natal","BR","Rio Grande do Norte",656244,-35.1,-5.5
"Nawabganj","BD","Bangladesh",141000,0.0,0.0
"Nawabshah","PK","Pakistan",102139,0.0,0.0
"Nawoiy","UZB","Nawoiy",115000,0.0,0.0
"Nazareth","IL","North",0,0.0,0.0
"Nazran","R","Rep. of Ingushetiya",0,0.0,0.0
"Nazret","ETH","Ethiopia",147088,0.0,0.0
"Ndalatando","ANG","Cuanza Norte",0,0.0,0.0
"NDjamena","TCH","Chad",0,15.0,12.0
"Ndola","Z","Copperbelt",376311,0.0,0.0
"Nebitdag","TM","Balkan",89100,0.0,0.0
"Neftekamsk","R","Stavropolsky kray",117000,0.0,0.0
"Neijiang","TJ","Sichuan",256012,0.0,0.0
"Neiva","CO","Huila",248178,0.0,0.0
"Nelspruit","RSA","Mpumalanga",0,0.0,0.0
"Nepean","CDN","Ontario",107627,0.0,0.0
"Neuchatel","CH","NE",0,0.0,0.0
"Neuquen","RA","Neuquen",243803,-68.0,-39.0
"Neuss","D","Nordrhein Westfalen",148870,0.0,0.0
"Nevinnomyssk","R","Stavropolsky kray",131000,0.0,0.0
"Nevsehir","TR","Nevsehir",0,0.0,0.0
"New Bombay","IND","Maharashtra",307724,0.0,0.0
"New Delhi","IND","Delhi",7206704,77.2,28.5833
"New Haven","USA","Connecticut",130474,-73.9167,41.3167
"New Orleans","USA","Louisiana",496938,-90.25,29.9833
"New York","USA","New York",7322564,-74.0,40.4
"Newark","USA","New Jersey",275221,-74.1667,40.7
"Newark on Trent","GB","Nottinghamshire",104400,0.0,0.0
"Newbury","GB","Berkshire",141000,0.0,0.0
"Newcastle","AUS","New South Wales",429000,0.0,0.0
"Newcastle under Lyme","GB","Staffordshire",123000,0.0,0.0
"Newcastle upon Tyne","GB","Tyne and Wear",283600,0.0,0.0
"Newport","GB","Newport",137000,0.0,0.0
"Newport News","USA","Virginia",171439,0.0,0.0
"Newtown St. Boswells","GB","Borders",0,0.0,0.0
"Neyshabur","IR","Khorasan",135681,0.0,0.0
"Nezahualcoyotl","MEX","Chiapas",1255456,0.0,0.0
"Ngaoundere","CAM","Adamaoua",0,0.0,0.0
"Ngiva","ANG","Cunene",0,0.0,0.0
"Nha Trang","VN","Vietnam",263093,0.0,0.0
"Niamey","RN","Niger",0,2.1,13.2
"Nice","F","Provence Cote dAzur",342439,7.26667,43.7
"Nicosia","CY","Cyprus",161100,33.2,35.4
"Nigde","TR","Nigde",0,0.0,0.0
"Niigata","J","Niigata",0,0.0,0.0
"Nijmegen","NL","Gelderland",249490,0.0,0.0
"Nilopolis","BR","Rio de Janeiro",155190,0.0,0.0
"Nimes","F","Languedoc Roussillon",128471,0.0,0.0
"Ningbo","TJ","Zhejiang",1090000,0.0,0.0
"Niteroi","BR","Rio de Janeiro",450129,0.0,0.0
"Nizhnekamsk","R","Rep. of Tatarstan",210000,0.0,0.0
"Nizhnevartovsk","R","Tyumenskaya oblast",238000,0.0,0.0
"Nizhniy Novgorod","R","Nizhegorodskaya oblast",1383000,44.0,56.3
"Nizhniy Tagil","R","Sverdlovskaya oblast",409000,0.0,0.0
"Noginsk","R","Moskovskaya oblast",119000,0.0,0.0
"Nonthaburi","THA","Thailand",233000,0.0,0.0
"Norfolk","USA","Virginia",261250,-76.2,36.9
"Norilsk","R","Krasnoyarskiy kray",159000,0.0,0.0
"Norrkoping","S","Ostergotland",123795,0.0,0.0
"North York","CDN","Ontario",562564,0.0,0.0
"Northallerton","GB","North Yorkshire",0,0.0,0.0
"Northampton","GB","Northamptonshire",187200,0.0,0.0
"Norwalk","USA","California",94279,0.0,0.0
"Norwich","GB","Norfolk",128100,0.0,0.0
"Nossa Senhora do Socorro","BR","Sergipe",103496,0.0,0.0
"Nottingham","GB","Nottinghamshire",282400,0.0,0.0
"Nouakchott","RIM","Mauritania",0,-16.0,18.0
"Noumea","NCA","New Caledonia",0,166.27,-22.16
"Nova Friburgo","BR","Rio de Janeiro",169218,0.0,0.0
"Novara","I","Piemonte",103349,0.0,0.0
"Novgorod","R","Novgorodskaya oblast",233000,0.0,0.0
"Novo Hamburgo","BR","Rio Grande do Sul",225082,0.0,0.0
"Novo Iguacu","BR","Rio de Janeiro",801036,0.0,0.0
"Novocheboksarsk","R","Chuvash Republic",123000,0.0,0.0
"Novocherkassk","R","Rostovskaya oblast",190000,0.0,0.0
"Novokuybyshevsk","R","Samarskaya oblast",115000,0.0,0.0
"Novokuznetsk","R","Kemerovskaya oblast",572000,0.0,0.0
"Novomoskovsk","R","Tulskaya oblast",144000,0.0,0.0
"Novorossiysk","R","Krasnodarsky kray",202000,0.0,0.0
"Novoshakhtinsk","R","Rostovskaya oblast",107000,0.0,0.0
"Novosibirsk","R","Novosibirskaya oblast",1369000,0.0,0.0
"Novotroitsk","R","Orenburgskaya oblast",110000,0.0,0.0
"Nowy Sacz","PL","Nowosadeckie",0,0.0,0.0
"Nueva Gerona","C","Isla de la Juventud",0,0.0,0.0
"Nueva San Salvador","ES","El Salvador",116575,0.0,0.0
"Nuevo Laredo","MEX","Tamaulipas",218413,0.0,0.0
"Nukualofa","TO","Tonga",28899,-175.2,-21.1
"Nukus","UZB","Qaraqalpoghiston",185000,0.0,0.0
"Nuneaton","GB","Warwickshire",118500,0.0,0.0
"Nurnberg","D","Bayern",495845,0.0,0.0
"Nuuk","GROX","Greenland",0,-51.7,64.2
"Nyala","SUD","Darfur",228778,0.0,0.0
"Nyeri","EAK","Central",88600,0.0,0.0
"Nyiregyhaza","H","Szabolcs Szatmar",115000,0.0,0.0
"Nykoping","S","Sodermanland",64199,17.0,58.5
"Oakland","USA","California",372242,-122.317,37.8167
"Oaxaca","MEX","Oaxaca",212818,-96.4,17.0
"Oberhausen","D","Nordrhein Westfalen",225443,0.0,0.0
"Obninsk","R","Kaluzhskaya oblast",108000,0.0,0.0
"Oceanside","USA","California",128090,-117.417,33.2333
"Ocotepeque","HCA","Ocotepeque",0,0.0,0.0
"Odense","DK","Denmark",136803,10.2,55.3
"Odesa","UA","Odeska",1106000,30.7333,46.4833
"Odintsovo","R","Moskovskaya oblast",129000,0.0,0.0
"Offa","WAN","Nigeria",175000,0.0,0.0
"Offenbach am Main","D","Hessen",116482,0.0,0.0
"Ogbomosho","WAN","Nigeria",644000,0.0,0.0
"Oita","J","Oita",0,0.0,0.0
"Oka","WAN","Nigeria",126000,0.0,0.0
"Okara","PK","Pakistan",153483,0.0,0.0
"Okayama","J","Okayama",0,0.0,0.0
"Okhotsk","R","Magadanskaya oblast",4900,0.0,0.0
"Oklahoma City","USA","Oklahoma",444724,-97.3,35.3
"Oktyabrsky","R","Rep. of Bashkortostan",110000,0.0,0.0
"Olanchito","HCA","Yoro",15900,0.0,0.0
"Oldenburg","D","Niedersachsen",149691,0.0,0.0
"Oldham","GB","Greater Manchester",220400,0.0,0.0
"Olinda","BR","Rio de Janeiro",355741,0.0,0.0
"Olmaliq","UZB","Toshkent",116000,0.0,0.0
"Olomouc","CZ","Severomoravsky",225000,0.0,0.0
"Olsztyn","PL","Olsztynskie",161000,0.0,0.0
"Olympia","USA","Washington",27447,-122.9,46.9667
"Omaha","USA","Nebraska",342862,-95.9,41.3
"Omdurman","SUD","al Khartum",1267077,0.0,0.0
"Omsk","R","Omskaya oblast",1163000,0.0,0.0
"Ondo","WAN","Nigeria",150000,0.0,0.0
"Onitsha","WAN","Nigeria",328000,0.0,0.0
"Ontario","USA","California",133179,-117.6,34.05
"Opole","PL","Opolskie",128000,0.0,0.0
"Oradea","RO","Bihor",225000,0.0,0.0
"Oral","KAZ","Batys Qazaqstan",219100,0.0,0.0
"Oran","DZ","Algeria",609823,0.4,35.4
"Orange","USA","California",110658,0.0,0.0
"Oranjestad","ARU","Aruba",0,-70.02,12.31
"Ordu","TR","Ordu",121300,0.0,0.0
"Orebro","S","Orebro",119635,15.0,59.2
"Orekhovo Zuyevo","R","Moskovskaya oblast",126000,0.0,0.0
"Orel","R","Orjolskaya oblast",348000,0.0,0.0
"Orenburg","R","Orenburgskaya oblast",532000,0.0,0.0
"Orense","E","Galicia",108547,0.0,0.0
"Orizaba","MEX","Veracruz",114216,0.0,0.0
"Orlando","USA","Florida",164674,-81.3833,28.55
"Orleans","F","Centre",105111,1.5,47.5
"Orsk","R","Orenburgskaya oblast",275000,0.0,0.0
"Orumiyeh","IR","Azarbayian e Gharbt",396392,45.0,37.3
"Osaka","J","Osaka",2492000,0.0,0.0
"Osasco","BR","Sao Paulo",622374,0.0,0.0
"Oshawa","CDN","Ontario",129344,-78.8667,43.9
"Oshogbo","WAN","Nigeria",421000,0.0,0.0
