"Name","Country","Population","Area","Capital","CapProv"
"Surrey","GB",1035500,1679.0,"Kingston","Surrey"
"Suwalskie","PL",477100,10490.0,"Suwalki","Suwalskie"
"Svalbard","SVAX",2116,0.0,"Longyearbyen","Svalbard"
"Sverdlovskaya oblast","R",4686300,194300.0,"Yekaterinburg","Sverdlovskaya oblast"
"Swansea","GB",230900,378.0,"Swansea","Swansea"
"Swaziland","SD",998730,0.0,"Mbabane","Swaziland"
"Syria","SYR",15608648,0.0,"Damascus","Syria"
"SZ","CH",122409,908.0,"Schwyz","SZ"
"Szabolcs Szatmar","H",563500,5938.0,"Nyiregyhaza","Szabolcs Szatmar"
"Szczecinskie","PL",979500,9982.0,"Szczecin","Szczecinskie"
"Szeged (munic.)","H",178500,145.0,"Szeged","Szeged (munic.)"
"Szolnok","H",420900,5608.0,"Szolnok","Szolnok"
"Tabasco","MEX",1748769,24661.0,"Villahermosa","Tabasco"
"Tabora","EAT",1036300,76151.0,"Tabora","Tabora"
"Tachira","YV",946949,11100.0,"San Cristobal","Tachira"
"Tacna","PE",245843,16075.0,"Tacna","Tacna"
"Taiwan","RC",21465881,0.0,"Taipei","Taiwan"
"Taldyqorghan","KAZ",721500,118500.0,"Taldyqorghan","Taldyqorghan"
"Tamaulipas","MEX",2527328,79829.0,"Ciudad Victoria","Tamaulipas"
"Tambacounda","SN",370000,59602.0,"Tambacounda","Tambacounda"
"Tambovskaya oblast","R",1310600,34300.0,"Tambov","Tambovskaya oblast"
"Tamil Nadu","IND",55858946,130058.0,"Madras","Tamil Nadu"
"Tanga","EAT",1283600,26808.0,"Tanga","Tanga"
"Tanintharyi","MYA",917200,43343.0,"Tavoy","Tanintharyi"
"Tarnobrzeskie","PL",604300,6283.0,"Tarnobrzeg","Tarnobrzeskie"
"Tarnowskie","PL",678400,4151.0,"Tarnow","Tarnowskie"
"Tasmania","AUS",473022,67800.0,"Hobart","Tasmania"
"Tayside","GB",395000,7643.0,"Dundee","Tayside"
"Tehran","IR",9982309,29993.0,"Tehran","Tehran"
"Tekirdag","TR",468842,6218.0,"Tekirdag","Tekirdag"
"Tel Aviv","IL",1029700,170.0,"Tel Aviv","Tel Aviv"
"Telemark","N",162547,0.0,"Skien","Telemark"
"Teleorman","RO",504000,5760.0,"Alexandria","Teleorman"
"Tennessee","USA",5368198,109153.0,"Nashville","Tennessee"
"Terengganu","MAL",770931,12955.0,"Kuala Terengganu","Terengganu"
"Ternopilska","UA",1175100,13800.0,"Ternopil","Ternopilska"
"Tete","MOC",734600,100724.0,"Tete","Tete"
"Texas","USA",19439337,691027.0,"Austin","Texas"
"TG","CH",223372,990.0,"Frauenfeld","TG"
"Thailand","THA",58851357,0.0,"Bangkok","Thailand"
"Thessalia","GR",731030,14037.0,"Larisa","Thessalia"
"Thies","SN",948100,6601.0,"Thies","Thies"
"Thuringen","D",2517776,16171.0,"Erfurt","Thuringen"
"TI","CH",305199,2812.0,"Bellinzona","TI"
"Tianjin (munic.)","TJ",9350000,11300.0,"Tianjin","Tianjin (munic.)"
"Tibet","TJ",2360000,1220000.0,"Lhasa","Tibet"
"Tierra del Fuego","RA",69369,21571.0,"Ushuaia","Tierra del Fuego"
"Timis","RO",726000,8692.0,"Timisoara","Timis"
"Timor-Leste","TL",1131612,0.0,"Dili","Timor-Leste"
"Tlaxcala","MEX",883924,3914.0,"Tlaxcala","Tlaxcala"
"Toamasina","RM",1444700,71911.0,"Tamatave","Toamasina"
"Tocantins","BR",1049742,278420.0,"Palmas","Tocantins"
"Tochigi","J",1984390,6414.0,"Utsonomiya","Tochigi"
"Togo","RT",4570530,0.0,"Lome","Togo"
"Tokat","TR",719251,9958.0,"Tokat","Tokat"
"Tokushima","J",832427,4145.0,"Tokushima","Tokushima"
"Tokyo","J",11773605,2164.0,"Tokyo","Tokyo"
"Toliara","RM",1396700,161405.0,"Toliara","Toliara"
"Tolima","CO",1142220,23562.0,"Ibague","Tolima"
"Tolna","H",251000,3702.0,"Szekszard","Tolna"
"Tomskaya oblast","R",1077600,316900.0,"Tomsk","Tomskaya oblast"
"Tonga","TO",106466,0.0,"Nukualofa","Tonga"
"Torfaen","GB",90600,126.0,"Pontypool","Torfaen"
"Torghay","KAZ",305900,111800.0,"Arqalyq","Torghay"
"Torunskie","PL",662600,5348.0,"Torun","Torunskie"
"Toscana","I",3528000,22992.0,"Firenze","Toscana"
"Toshkent","UZB",4450000,15600.0,"Tashkent","Toshkent"
"Tottori","J",614929,3494.0,"Tottori","Tottori"
"Toyama","J",1123125,4252.0,"Toyama","Toyama"
"Trabzon","TR",795849,4685.0,"Trabzon","Trabzon"
"Trentino Alto Adige","I",904000,13618.0,"Bolzano","Trentino Alto Adige"
"Trinidad and Tobago","TT",1272385,0.0,"Port-of-Spain","Trinidad and Tobago"
"Tripura","IND",2757205,10486.0,"Agartala","Tripura"
"Troms","N",146736,0.0,"Tromsoe","Troms"
"Trujillo","YV",562752,7400.0,"Trujillo","Trujillo"
"Tucuman","RA",1142105,22524.0,"San Miguel de Tucuman","Tucuman"
"Tulcea","RO",275000,8430.0,"Tulcea","Tulcea"
"Tulskaya oblast","R",1814500,25700.0,"Tula","Tulskaya oblast"
"Tumbes","PE",173616,4669.0,"Tumbes","Tumbes"
"Tunceli","TR",133143,7774.0,"Tunceli","Tunceli"
"Tunisia","TN",9019687,0.0,"Tunis","Tunisia"
"Turks and Caicos Islands","TUCA",22942,0.0,"Grand Turk","Turks and Caicos Islands"
"Turku-Pori","SF",702000,0.0,"Turku","Turku-Pori"
"Tuvalu","TUV",10146,0.0,"Funafuti","Tuvalu"
"Tverskaya oblast","R",1650600,84100.0,"Tver","Tverskaya oblast"
"Tyne and Wear","GB",1125600,540.0,"Newcastle upon Tyne","Tyne and Wear"
"Tyrol","A",649000,12647.0,"Innsbruck","Tyrol"
"Tyumenskaya oblast","R",3169900,1435200.0,"Tyumen","Tyumenskaya oblast"
"Ucayali","PE",364596,102410.0,"Pucallpa","Ucayali"
"Udmurt Republic","R",1639100,42100.0,"Izhevsk","Udmurt Republic"
"Uganda","EAU",20158176,0.0,"Kampala","Uganda"
"Uige","ANG",837000,58698.0,"Uige","Uige"
"Ulyanovskaya oblast","R",1495200,37300.0,"Simbirsk","Ulyanovskaya oblast"
"Umbria","I",819000,8456.0,"Perugia","Umbria"
"Umm al Qaywayn","UAE",29000,750.0,"",""
"Upper Austria","A",1373000,11979.0,"Linz","Upper Austria"
"Uppsala","S",273918,6989.0,"Uppsala","Uppsala"
"UR","CH",35876,1076.0,"Altdorf","UR"
"Uruguay","ROU",3238952,0.0,"Montevideo","Uruguay"
"Usak","TR",290283,5341.0,"Usak","Usak"
"Utah","USA",2059148,219888.0,"Salt Lake City","Utah"
"Utrecht","NL",1063460,1356.0,"Utrecht","Utrecht"
"Uttar Pradesh","IND",139112287,294411.0,"Lucknow","Uttar Pradesh"
"Uusimaa","SF",1119000,0.0,"Helsinki","Uusimaa"
"Vaasa","SF",430000,0.0,"Vaasa","Vaasa"
"Vale of Glamorgan","GB",119200,337.0,"Barry","Vale of Glamorgan"
"Valencia","E",3909047,23255.0,"Valencia","Valencia"
"Valle","HCA",130900,1565.0,"Nacaome","Valle"
"Valle dAosta","I",118000,3262.0,"Aosta","Valle dAosta"
"Valle de Cauca","CO",3027247,22140.0,"Cali","Valle de Cauca"
"Van","TR",637433,19069.0,"Van","Van"
"Vanuatu","VU",177504,0.0,"Port-Vila","Vanuatu"
"Varmland","S",284187,17584.0,"Karlstad","Varmland"
"Vas","H",273900,3337.0,"Szombathely","Vas"
"Vaslui","RO",468000,5297.0,"Vaslui","Vaslui"
"Vasterbotten","S",253835,55401.0,"Umea","Vasterbotten"
"Vasternorrland","S",261280,21678.0,"Harnosand","Vasternorrland"
"Vastmanland","S",259438,6302.0,"Vasteras","Vastmanland"
"Vaupes","CO",26178,65268.0,"Mitu","Vaupes"
"VD","CH",605677,3211.0,"Lausanne","VD"
"Veneto","I",4415000,18364.0,"Venice","Veneto"
"Veracruz","MEX",6737324,72815.0,"Jalapa","Veracruz"
"Veraguas","PA",224700,11239.0,"Santiago","Veraguas"
"Vermont","USA",588978,24900.0,"Montpelier","Vermont"
"Vest Agder","N",140232,0.0,"Kristiansand","Vest Agder"
"Vestfold","N",191600,0.0,"Toensberg","Vestfold"
"Veszprem","H",378300,4689.0,"Veszprem","Veszprem"
"Viana do Castelo","P",248700,2255.0,"Viana do Castelo","Viana do Castelo"
"Vichada","CO",18702,100242.0,"Puerto Carreno","Vichada"
"Victoria","AUS",4502200,227600.0,"Melbourne","Victoria"
"Vienna","A",1583000,415.0,"Vienna","Vienna"
"Vietnam","VN",73976973,0.0,"Hanoi","Vietnam"
"Vila Real","P",237100,4328.0,"Vila Real","Vila Real"
"Vilcea","RO",430000,5705.0,"Rimnicu Vilcea","Vilcea"
"Villa Clara","C",796000,8662.0,"Santa Clara","Villa Clara"
"Vinnytska","UA",1914400,26500.0,"Vinnytsya","Vinnytska"
"Virgin Islands","VIRG",97120,0.0,"Charlotte Amalie","Virgin Islands"
"Virginia","USA",6733996,105586.0,"Richmond","Virginia"
"Viseu","P",401000,5007.0,"Viseu","Viseu"
"Vladimirskaya oblast","R",1644700,29000.0,"Vladimir","Vladimirskaya oblast"
"Volgogradskaya oblast","R",2703700,113900.0,"Volgograd","Volgogradskaya oblast"
"Vologodskaya oblast","R",1349800,145700.0,"Vologda","Vologodskaya oblast"
"Volynska","UA",1069000,20200.0,"Lutsk","Volynska"
"Vorarlberg","A",341000,2601.0,"Bregenz","Vorarlberg"
"Voreion Aiyaion","GR",189541,3836.0,"Mytilini","Voreion Aiyaion"
"Voronezhskaya oblast","R",2503800,52400.0,"Voronezh","Voronezhskaya oblast"
"Vrancea","RO",394000,4863.0,"Focsani","Vrancea"
"VS","CH",271291,5224.0,"Sion","VS"
"Vychodocesky","CZ",1240000,11240.0,"Hradec Kralove","Vychodocesky"
"Wakayama","J",1080435,4725.0,"Wakayama","Wakayama"
"Walbrzyskie","PL",740000,4168.0,"Walbrzych","Walbrzyskie"
"Wallis and Futuna","WAFU",15289,0.0,"Mata-Utu","Wallis and Futuna"
"Warszwaskie","PL",2421000,3788.0,"Warsaw","Warszwaskie"
"Warwickshire","GB",489900,1981.0,"Warwick","Warwickshire"
"Washington","USA",5610362,176479.0,"Olympia","Washington"
"Wasit","IRQ",546676,17153.0,"Al Kut","Wasit"
"West Bank","WEST",1427741,0.0,"",""
"West Bengal","IND",68077965,88752.0,"Calcutta","West Bengal"
"West Flanders","B",1111557,3134.0,"Brugge","West Flanders"
"West Midlands","GB",2619000,899.0,"Birmingham","West Midlands"
"West Sussex","GB",713600,1989.0,"Chichester","West Sussex"
"West Virginia","USA",1815787,62761.0,"Charleston","West Virginia"
"West Yorkshire","GB",2066200,2039.0,"Wakefield","West Yorkshire"
"Western","EAK",2543000,8360.0,"Kakamega","Western"
"Western","Z",575500,126386.0,"Mongu","Western"
"Western Australia","AUS",1731700,2525500.0,"Perth","Western Australia"
"Western Cape","RSA",4118000,129386.0,"Cape Town","Western Cape"
"Western Sahara","WSA",222631,0.0,"El Aaiun","Western Sahara"
"Wiltshire","GB",575100,3480.0,"Trowbridge","Wiltshire"
"Wisconsin","USA",5169677,145436.0,"Madison","Wisconsin"
"Wloclawskie","PL",430800,4402.0,"Wloclawek","Wloclawskie"
"Wrexham","GB",123500,499.0,"Wrexham","Wrexham"
"Wroclawskie","PL",1132800,6287.0,"Wroclaw","Wroclawskie"
"Wyoming","USA",479743,253324.0,"Cheyenne","Wyoming"
"Xinjiang Uygur","TJ",16320000,1600000.0,"Urumqi","Xinjiang Uygur"
"Yamagata","J",1256958,9327.0,"Yamagata","Yamagata"
"Yamaguchi","J",1555543,6106.0,"Yamaguchi","Yamaguchi"
"Yamanashi","J",881996,4463.0,"Kofu","Yamanashi"
"Yangon","MYA",3965900,10171.0,"Rangoon","Yangon"
"Yaracuy","YV",466152,7100.0,"San Felipe","Yaracuy"
"Yaroslavskaya oblast","R",1451400,36400.0,"Yaroslavl","Yaroslavskaya oblast"
"Yazd","IR",691119,70011.0,"Yazd","Yazd"
"Yemen","YE",13483178,0.0,"Sanaa","Yemen"
"Yevreyskaya avt. oblast","R",209900,36000.0,"Birobidzhan","Yevreyskaya avt. oblast"
"Yoro","HCA",370700,7939.0,"Yoro","Yoro"
"Yozgat","TR",579150,14123.0,"Yozgat","Yozgat"
"Yucatan","MEX",1556622,39340.0,"Merida","Yucatan"
"Yukon Territory","CDN",30766,536324.0,"Whitehorse","Yukon Territory"
"Yunnan","TJ",39390000,394000.0,"Kunming","Yunnan"
"Zacatecas","MEX",1336496,75040.0,"Zacatecas","Zacatecas"
"Zaire","ANG",192000,40130.0,"Mbanza Congo","Zaire"
"Zakarpatska","UA",1265900,12800.0,"Uzhhorod","Zakarpatska"
"Zala","H",302600,3786.0,"Zalaegerszeg","Zala"
"Zambezia","MOC",2619300,105008.0,"Quelimane","Zambezia"
"Zamojskie","PL",490800,6980.0,"Zamosc","Zamojskie"
"Zanjan","IR",1776133,36398.0,"Zanjan","Zanjan"
"Zapadocesky","CZ",869000,10875.0,"Plzen","Zapadocesky"
"Zaporizka","UA",2099600,27200.0,"Zaporizhzhya","Zaporizka"
"Zeeland","NL",365846,1791.0,"Middelburg","Zeeland"
"ZG","CH",92392,238.0,"Zug","ZG"
"ZH","CH",1175457,1728.0,"Zurich","ZH"
"Zhambyl","KAZ",1039600,144300.0,"Zhambyl","Zhambyl"
"Zhejiang","TJ",42940000,101800.0,"Hangzhou","Zhejiang"
"Zhezkazghan","KAZ",484400,312600.0,"Zhezkazghan","Zhezkazghan"
"Zhytomyrska","UA",1510700,29900.0,"Zhytomyr","Zhytomyrska"
"Zielonogorskie","PL",664700,8868.0,"Zielona Gora","Zielonogorskie"
"Ziguinchor","SN",394700,7339.0,"Ziguinchor","Ziguinchor"
"Zimbabwe","ZW",11271314,0.0,"Harare","Zimbabwe"
"Zonguldak","TR",1073560,8629.0,"Zonguldak","Zonguldak"
"Zuid Holland","NL",3325064,2859.0,"s Gravenhage","Zuid Holland"
"Zulia","YV",2820250,63100.0,"Maracaibo","Zulia"
