"Country","Organization","Type"
"JOR","AMF","member"
"JOR","CAEU","member"
"JOR","CCC","member"
"JOR","ESCWA","member"
"JOR","FAO","member"
"JOR","G-77","member"
"JOR","IAEA","member"
"JOR","IBRD","member"
"JOR","ICAO","member"
"JOR","ICC","member"
"JOR","ICRM","National Society"
"JOR","IDA","Part II"
"JOR","IDB","member"
"JOR","IFAD","Category III"
"JOR","IFC","member"
"JOR","IFRCS","member"
"JOR","ILO","member"
"JOR","IMF","member"
"JOR","IMO","member"
"JOR","Intelsat","member"
"JOR","Interpol","member"
"JOR","IOC","National Olympic Committee"
"JOR","IOM","observer"
"JOR","ISO","correspondent member"
"JOR","ITU","member"
"JOR","NAM","member"
"JOR","OIC","member"
"JOR","PCA","member"
"JOR","UN","member"
"JOR","UNAMIR","member"
"JOR","UNAVEM III","member"
"JOR","UNCRO","member"
"JOR","UNESCO","member"
"JOR","UNIDO","member"
"JOR","UNMIH","member"
"JOR","UNMOT","member"
"JOR","UNOMIG","member"
"JOR","UNOMIL","member"
"JOR","UNPREDEP","member"
"JOR","UNPROFOR","member"
"JOR","UNRWA","member"
"JOR","UPU","member"
"JOR","WFTU","member"
"JOR","WHO","member"
"JOR","WIPO","member"
"JOR","WMO","member"
"JOR","WToO","member"
"JOR","WTrO","applicant"
"K","ACCT","member"
"K","AsDB","regional member"
"K","CP","member"
"K","ESCAP","member"
"K","FAO","member"
"K","G-77","member"
"K","IAEA","member"
"K","IBRD","member"
"K","ICAO","member"
"K","ICRM","National Society"
"K","IDA","Part II"
"K","IFAD","Category III"
"K","IFRCS","member"
"K","ILO","member"
"K","IMF","member"
"K","IMO","member"
"K","Intelsat","nonsignatory user"
"K","Interpol","member"
"K","ITU","member"
"K","Mekong Group","member"
"K","NAM","member"
"K","PCA","member"
"K","UN","member"
"K","UNESCO","member"
"K","UNIDO","member"
"K","UPU","member"
"K","WFTU","member"
"K","WHO","member"
"K","WIPO","member"
"K","WMO","member"
"K","WToO","member"
"K","WTrO","applicant"
"KAZ","ANC","member"
"KAZ","AsDB","regional member"
"KAZ","CCC","member"
"KAZ","CIS","member"
"KAZ","EBRD","member"
"KAZ","ECE","member"
"KAZ","ECO","member"
"KAZ","ESCAP","member"
"KAZ","IAEA","member"
"KAZ","IBRD","member"
"KAZ","ICAO","member"
"KAZ","IDA","Part II"
"KAZ","IDB","member"
"KAZ","IFC","member"
"KAZ","ILO","member"
"KAZ","IMF","member"
"KAZ","IMO","member"
"KAZ","Intelsat","member"
"KAZ","Interpol","member"
"KAZ","IOC","National Olympic Committee"
"KAZ","ITU","member"
"KAZ","OIC","member"
"KAZ","OSCE","member"
"KAZ","PFP","member"
"KAZ","UN","member"
"KAZ","UNESCO","member"
"KAZ","UPU","member"
"KAZ","WHO","member"
"KAZ","WIPO","member"
"KAZ","WMO","member"
"KAZ","WToO","member"
"KAZ","WTrO","observer"
"KGZ","ANC","member"
"KGZ","AsDB","regional member"
"KGZ","CIS","member"
"KGZ","EBRD","member"
"KGZ","ECE","member"
"KGZ","ECO","member"
"KGZ","ESCAP","member"
"KGZ","FAO","member"
"KGZ","IBRD","member"
"KGZ","ICAO","member"
"KGZ","IDA","Part II"
"KGZ","IDB","member"
"KGZ","IFAD","Category III"
"KGZ","IFC","member"
"KGZ","ILO","member"
"KGZ","IMF","member"
"KGZ","Intelsat","member"
"KGZ","IOC","National Olympic Committee"
"KGZ","IOM","observer"
"KGZ","ITU","member"
"KGZ","OIC","member"
"KGZ","OSCE","member"
"KGZ","PCA","member"
"KGZ","PFP","member"
"KGZ","UN","member"
"KGZ","UNESCO","member"
"KGZ","UNIDO","member"
"KGZ","UPU","member"
"KGZ","WHO","member"
"KGZ","WIPO","member"
"KGZ","WMO","member"
"KGZ","WToO","member"
"KGZ","WTrO","observer"
"KIR","ACP","member"
"KIR","AsDB","regional member"
"KIR","C","member"
"KIR","ESCAP","member"
"KIR","IBRD","member"
"KIR","ICAO","member"
"KIR","ICFTU","member"
"KIR","IDA","Part II"
"KIR","IFC","member"
"KIR","IFRCS","associate member"
"KIR","IMF","member"
"KIR","Intelsat","nonsignatory user"
"KIR","Interpol","member"
"KIR","ITU","member"
"KIR","Sparteca","member"
"KIR","SPC","member"
"KIR","SPF","member"
"KIR","UNESCO","member"
"KIR","UPU","member"
"KIR","WHO","member"
"KN","ACP","member"
"KN","C","member"
"KN","Caricom","member"
"KN","CDB","regional member"
"KN","ECLAC","member"
"KN","FAO","member"
"KN","G-77","member"
"KN","IBRD","member"
"KN","ICFTU","member"
"KN","ICRM","National Society"
"KN","IDA","Part II"
"KN","IFAD","Category III"
"KN","IFRCS","member"
"KN","IMF","member"
"KN","Interpol","member"
"KN","IOC","National Olympic Committee"
"KN","OAS","member"
"KN","OECS","member"
"KN","UN","member"
"KN","UNESCO","member"
"KN","UNIDO","member"
"KN","UNMIH","member"
"KN","UPU","member"
"KN","WCL","member"
"KN","WHO","member"
"KN","WIPO","member"
"KWT","ABEDA","member"
"KWT","AfDB","nonregional member"
"KWT","AFESD","member"
"KWT","AL","member"
"KWT","AMF","member"
"KWT","BDEAC","member"
"KWT","CAEU","member"
"KWT","CCC","member"
"KWT","ESCWA","member"
"KWT","FAO","member"
"KWT","G-77","member"
"KWT","GCC","member"
"KWT","IAEA","member"
"KWT","IBRD","member"
"KWT","ICAO","member"
"KWT","ICC","member"
"KWT","ICRM","National Society"
"KWT","IDA","Part I"
"KWT","IDB","member"
"KWT","IFAD","Category II"
"KWT","IFC","member"
"KWT","IFRCS","member"
"KWT","ILO","member"
"KWT","IMF","member"
"KWT","IMO","member"
"KWT","Inmarsat","member"
"KWT","Intelsat","member"
"KWT","Interpol","member"
"KWT","IOC","National Olympic Committee"
"KWT","ISO","correspondent member"
"KWT","ITU","member"
"KWT","NAM","member"
"KWT","OAPEC","member"
"KWT","OIC","member"
"KWT","OPEC","member"
"KWT","UN","member"
"KWT","UNESCO","member"
"KWT","UNIDO","member"
"KWT","UPU","member"
"KWT","WFTU","member"
"KWT","WHO","member"
"KWT","WMO","member"
"KWT","WToO","member"
"KWT","WTrO","member"
"L","ACCT","member"
"L","ANC","member"
"L","Benelux","member"
"L","CCC","member"
"L","CE","member"
"L","EBRD","member"
"L","ECE","member"
"L","EIB","member"
"L","EN","member"
"L","EU","member"
"L","FAO","member"
"L","IAEA","member"
"L","IBRD","member"
"L","ICAO","member"
"L","ICC","member"
"L","ICFTU","member"
"L","ICRM","National Society"
"L","IDA","Part I"
"L","IEA","member"
"L","IFAD","Category I"
"L","IFC","member"
"L","IFRCS","member"
"L","ILO","member"
"L","IMF","member"
"L","IMO","member"
"L","Intelsat","member"
"L","Interpol","member"
"L","IOC","National Olympic Committee"
"L","IOM","member"
"L","ITU","member"
"L","MTCR","member"
"L","NATO","member"
"L","NSG","member"
"L","OECD","member"
"L","OSCE","member"
"L","PCA","member"
"L","UN","member"
"L","UNESCO","member"
"L","UNIDO","member"
"L","UPU","member"
"L","WCL","member"
"L","WEU","member"
"L","WHO","member"
"L","WIPO","member"
"L","WMO","member"
"L","WTrO","member"
"L","ZC","member"
"LAO","ACCT","member"
"LAO","AsDB","regional member"
"LAO","ASEAN","observer"
"LAO","CP","member"
"LAO","ESCAP","member"
"LAO","FAO","member"
"LAO","G-77","member"
"LAO","IBRD","member"
"LAO","ICAO","member"
"LAO","ICRM","National Society"
"LAO","IDA","Part II"
"LAO","IFAD","Category III"
"LAO","IFC","member"
"LAO","IFRCS","member"
"LAO","ILO","member"
"LAO","IMF","member"
"LAO","Intelsat","nonsignatory user"
"LAO","Interpol","member"
"LAO","IOC","National Olympic Committee"
"LAO","ITU","member"
"LAO","Mekong Group","member"
"LAO","NAM","member"
"LAO","PCA","member"
"LAO","UN","member"
"LAO","UNESCO","member"
"LAO","UNIDO","member"
"LAO","UPU","member"
"LAO","WFTU","member"
"LAO","WHO","member"
"LAO","WIPO","member"
"LAO","WMO","member"
"LAO","WToO","member"
"LAO","WTrO","observer"
"LAR","ABEDA","member"
"LAR","AfDB","regional member"
"LAR","AFESD","member"
"LAR","AL","member"
"LAR","AMF","member"
"LAR","AMU","member"
"LAR","CAEU","member"
"LAR","CCC","member"
"LAR","ECA","member"
"LAR","FAO","member"
"LAR","G-77","member"
"LAR","IAEA","member"
"LAR","IBRD","member"
"LAR","ICAO","member"
"LAR","ICRM","National Society"
"LAR","IDA","Part II"
"LAR","IDB","member"
"LAR","IFAD","Category II"
"LAR","IFC","member"
"LAR","IFRCS","member"
"LAR","ILO","member"
"LAR","IMF","member"
"LAR","IMO","member"
"LAR","Intelsat","member"
"LAR","Interpol","member"
"LAR","IOC","National Olympic Committee"
"LAR","ISO","member"
"LAR","ITU","member"
"LAR","NAM","member"
"LAR","OAPEC","member"
"LAR","OAU","member"
"LAR","OIC","member"
"LAR","OPEC","member"
"LAR","UN","member"
"LAR","UNESCO","member"
"LAR","UNIDO","member"
"LAR","UNITAR","member"
"LAR","UPU","member"
"LAR","WFTU","member"
"LAR","WHO","member"
"LAR","WIPO","member"
"LAR","WMO","member"
"LAR","WToO","member"
"LAR","WTrO","observer"
"LB","ACP","member"
"LB","AfDB","regional member"
"LB","CCC","member"
"LB","ECA","member"
"LB","ECOWAS","member"
"LB","FAO","member"
"LB","G-77","member"
"LB","IAEA","member"
"LB","IBRD","member"
"LB","ICAO","member"
"LB","ICFTU","member"
"LB","ICRM","National Society"
"LB","IDA","Part II"
"LB","IFAD","Category III"
"LB","IFC","member"
"LB","IFRCS","member"
"LB","ILO","member"
"LB","IMF","member"
"LB","IMO","member"
"LB","Inmarsat","member"
"LB","Intelsat","nonsignatory user"
"LB","Interpol","member"
"LB","IOC","National Olympic Committee"
"LB","IOM","observer"
"LB","ITU","member"
"LB","NAM","member"
"LB","OAU","member"
"LB","UN","member"
"LB","UNESCO","member"
"LB","UNIDO","member"
"LB","UPU","member"
"LB","WCL","member"
"LB","WFTU","member"
"LB","WHO","member"
"LB","WIPO","member"
"LB","WMO","member"
"LS","ACP","member"
"LS","AfDB","regional member"
"LS","C","member"
"LS","CCC","member"
"LS","ECA","member"
"LS","FAO","member"
"LS","G-77","member"
"LS","IBRD","member"
"LS","ICAO","member"
"LS","ICFTU","member"
"LS","ICRM","National Society"
"LS","IDA","Part II"
"LS","IFAD","Category III"
"LS","IFC","member"
"LS","IFRCS","member"
"LS","ILO","member"
"LS","IMF","member"
"LS","Intelsat","nonsignatory user"
"LS","Interpol","member"
"LS","IOC","National Olympic Committee"
"LS","ITU","member"
"LS","NAM","member"
"LS","OAU","member"
"LS","SACU","member"
"LS","SADC","member"
"LS","UN","member"
"LS","UNESCO","member"
"LS","UNHCR","member"
"LS","UNIDO","member"
"LS","UPU","member"
"LS","WCL","member"
"LS","WFTU","member"
"LS","WHO","member"
"LS","WIPO","member"
"LS","WMO","member"
"LS","WToO","member"
"LS","WTrO","member"
"LT","ANC","member"
"LT","BIS","member"
"LT","CBSS","member"
"LT","CCC","member"
"LT","CE","member"
"LT","EBRD","member"
"LT","ECE","member"
"LT","EU","member"
"LT","FAO","member"
"LT","IAEA","member"
"LT","IBRD","member"
"LT","ICAO","member"
"LT","ICRM","National Society"
"LT","IFC","member"
"LT","IFRCS","member"
"LT","ILO","member"
"LT","IMF","member"
"LT","Intelsat","nonsignatory user"
"LT","Interpol","member"
"LT","IOC","National Olympic Committee"
"LT","ISO","correspondent member"
"LT","ITU","member"
"LT","OSCE","member"
"LT","PFP","member"
"LT","UN","member"
"LT","UNCRO","member"
"LT","UNESCO","member"
"LT","UPU","member"
"LT","WEU","associate partner"
"LT","WHO","member"
"LT","WIPO","member"
"LT","WMO","member"
"LT","WTrO","applicant"
"LV","ANC","member"
"LV","BIS","member"
"LV","CBSS","member"
"LV","CCC","member"
"LV","CE","member"
"LV","EBRD","member"
"LV","ECE","member"
"LV","EU","member"
"LV","FAO","member"
"LV","IBRD","member"
"LV","ICAO","member"
"LV","ICRM","National Society"
"LV","IDA","Part II"
"LV","IFC","member"
"LV","IFRCS","member"
"LV","ILO","member"
"LV","IMF","member"
"LV","IMO","member"
"LV","Intelsat","nonsignatory user"
"LV","Interpol","member"
"LV","IOC","National Olympic Committee"
"LV","IOM","observer"
"LV","ITU","member"
"LV","OSCE","member"
"LV","PFP","member"
"LV","UN","member"
"LV","UNESCO","member"
"LV","UNIDO","member"
"LV","UPU","member"
"LV","WEU","associate partner"
"LV","WHO","member"
"LV","WIPO","member"
"LV","WMO","member"
"LV","WTrO","applicant"
"M","ANC","member"
"M","C","member"
"M","CCC","member"
"M","CE","member"
"M","EBRD","member"
"M","ECE","member"
"M","EU","member"
"M","FAO","member"
"M","G-77","member"
"M","IBRD","member"
"M","ICAO","member"
"M","ICFTU","member"
"M","ICRM","National Society"
"M","IFAD","Category III"
"M","IFRCS","member"
"M","ILO","member"
"M","IMF","member"
"M","IMO","member"
"M","Inmarsat","member"
"M","Intelsat","member"
"M","Interpol","member"
"M","IOC","National Olympic Committee"
"M","IOM","observer"
"M","ISO","correspondent member"
"M","ITU","member"
"M","NAM","member"
"M","OSCE","member"
"M","PCA","member"
"M","PFP","member"
"M","UN","member"
"M","UNESCO","member"
"M","UNIDO","member"
"M","UPU","member"
"M","WCL","member"
"M","WHO","member"
"M","WIPO","member"
"M","WMO","member"
"M","WToO","member"
"M","WTrO","member"
"MA","ABEDA","member"
"MA","ACCT","associate member"
"MA","AfDB","regional member"
"MA","AFESD","member"
"MA","AL","member"
"MA","AMF","member"
"MA","AMU","member"
"MA","CCC","member"
"MA","EBRD","member"
"MA","ECA","member"
"MA","FAO","member"
"MA","G-77","member"
"MA","IAEA","member"
"MA","IBRD","member"
"MA","ICAO","member"
"MA","ICC","member"
"MA","ICFTU","member"
"MA","ICRM","National Society"
"MA","IDA","Part II"
"MA","IDB","member"
"MA","IFAD","Category III"
"MA","IFC","member"
"MA","IFRCS","member"
"MA","ILO","member"
"MA","IMF","member"
"MA","IMO","member"
"MA","Intelsat","member"
"MA","Interpol","member"
"MA","IOC","National Olympic Committee"
"MA","IOM","observer"
"MA","ISO","member"
"MA","ITU","member"
"MA","NAM","member"
"MA","OAS","observer"
"MA","OIC","member"
"MA","UN","member"
"MA","UNAVEM III","member"
"MA","UNESCO","member"
"MA","UNHCR","member"
"MA","UNIDO","member"
"MA","UPU","member"
"MA","WHO","member"
"MA","WIPO","member"
"MA","WMO","member"
"MA","WToO","member"
"MA","WTrO","member"
"MACX","IMF","member"
"MACX","IMO","associated"
"MACX","ISO","correspondent member"
"MACX","UNESCO","associate member"
"MACX","UPU","member"
"MACX","WFTU","member"
"MACX","WMO","member"
"MAL","AsDB","regional member"
"MAL","ASEAN","member"
"MAL","C","member"
"MAL","CCC","member"
"MAL","CP","member"
"MAL","ESCAP","member"
"MAL","FAO","member"
"MAL","G-15","member"
"MAL","G-77","member"
"MAL","IAEA","member"
"MAL","IBRD","member"
"MAL","ICAO","member"
"MAL","ICFTU","member"
"MAL","ICRM","National Society"
"MAL","IDA","Part II"
"MAL","IDB","member"
"MAL","IFAD","Category III"
"MAL","IFC","member"
"MAL","IFRCS","member"
"MAL","ILO","member"
"MAL","IMF","member"
"MAL","IMO","member"
"MAL","Inmarsat","member"
"MAL","Intelsat","member"
"MAL","Interpol","member"
"MAL","IOC","National Olympic Committee"
"MAL","ISO","member"
"MAL","ITU","member"
"MAL","Mekong Group","member"
"MAL","MINURSO","member"
"MAL","NAM","member"
"MAL","OIC","member"
"MAL","UN","member"
"MAL","UNAVEM III","member"
"MAL","UNCRO","member"
"MAL","UNESCO","member"
"MAL","UNIDO","member"
"MAL","UNIKOM","member"
"MAL","UNOMIL","member"
"MAL","UNPREDEP","member"
"MAL","UNPROFOR","member"
"MAL","UPU","member"
"MAL","WCL","member"
"MAL","WFTU","member"
"MAL","WHO","member"
"MAL","WIPO","member"
"MAL","WMO","member"
"MAL","WToO","member"
"MAL","WTrO","member"
"MART","WCL","member"
"MART","WFTU","member"
"MAYO","UPU","member"
"MAYO","WFTU","member"
"MC","ACCT","member"
"MC","ECE","member"
"MC","IAEA","member"
"MC","ICAO","member"
"MC","ICRM","National Society"
"MC","IFRCS","member"
"MC","IMO","member"
"MC","Inmarsat","member"
"MC","Intelsat","member"
"MC","Interpol","member"
"MC","IOC","National Olympic Committee"
"MC","ITU","member"
"MC","OSCE","member"
"MC","UN","member"
"MC","UNESCO","member"
"MC","UPU","member"
"MC","WHO","member"
"MC","WIPO","member"
"MD","ANC","member"
"MD","BSEC","member"
"MD","CCC","member"
"MD","CE","member"
"MD","CIS","member"
"MD","EBRD","member"
"MD","ECE","member"
"MD","FAO","member"
"MD","IBRD","member"
"MD","ICAO","member"
"MD","IDA","Part II"
"MD","IFC","member"
"MD","ILO","member"
"MD","IMF","member"
"MD","Intelsat","nonsignatory user"
"MD","Interpol","member"
"MD","IOC","National Olympic Committee"
"MD","IOM","observer"
"MD","ITU","member"
"MD","OSCE","member"
"MD","PFP","member"
"MD","UN","member"
"MD","UNESCO","member"
"MD","UNIDO","member"
"MD","UPU","member"
"MD","WHO","member"
"MD","WIPO","member"
"MD","WMO","member"
"MD","WToO","member"
"MD","WTrO","applicant"
"MEX","AG","observer"
"MEX","APEC","member"
"MEX","BCIE","nonregional member"
"MEX","Caricom","observer"
"MEX","CCC","member"
"MEX","CDB","regional member"
"MEX","EBRD","member"
"MEX","ECLAC","member"
"MEX","FAO","member"
"MEX","G-11","member"
"MEX","G-15","member"
"MEX","G-19","member"
"MEX","G-24","member"
"MEX","G-3","member"
"MEX","G-6","member"
"MEX","G-77","member"
"MEX","IADB","member"
"MEX","IAEA","member"
"MEX","IBRD","member"
"MEX","ICAO","member"
"MEX","ICC","member"
"MEX","ICFTU","member"
"MEX","ICRM","National Society"
"MEX","IDA","Part II"
"MEX","IFAD","Category III"
"MEX","IFC","member"
"MEX","IFRCS","member"
"MEX","ILO","member"
"MEX","IMF","member"
"MEX","IMO","member"
"MEX","Inmarsat","member"
"MEX","Intelsat","member"
"MEX","Interpol","member"
"MEX","IOC","National Olympic Committee"
"MEX","IOM","observer"
"MEX","ISO","member"
"MEX","ITU","member"
"MEX","LAES","member"
"MEX","LAIA","member"
"MEX","NAM","observer"
"MEX","OAS","member"
"MEX","OECD","member"
"MEX","OPANAL","member"
"MEX","PCA","member"
"MEX","RG","member"
"MEX","UN","member"
"MEX","UNESCO","member"
"MEX","UNIDO","member"
"MEX","UNITAR","member"
"MEX","UNU","member"
"MEX","UPU","member"
"MEX","WCL","member"
"MEX","WFTU","member"
"MEX","WHO","member"
"MEX","WIPO","member"
"MEX","WMO","member"
"MEX","WToO","member"
"MEX","WTrO","member"
"MH","AsDB","regional member"
"MH","ESCAP","member"
"MH","IAEA","member"
"MH","IBRD","member"
"MH","ICAO","member"
"MH","IDA","Part II"
"MH","IFC","member"
"MH","IMF","member"
"MH","Intelsat","nonsignatory user"
"MH","Interpol","member"
"MH","Sparteca","member"
"MH","SPC","member"
"MH","SPF","member"
"MH","UN","member"
"MH","UNESCO","member"
"MH","WHO","member"
"MK","CCC","member"
"MK","CE","member"
"MK","CEI","member"
"MK","EBRD","member"
"MK","ECE","member"
"MK","EU","membership applicant"
"MK","FAO","member"
"MK","IAEA","member"
"MK","IBRD","member"
"MK","ICAO","member"
"MK","IDA","Part II"
"MK","IFAD","Category III"
"MK","IFC","member"
"MK","IFRCS","member"
"MK","ILO","member"
"MK","IMF","member"
"MK","IMO","member"
"MK","Intelsat","nonsignatory user"
"MK","Interpol","member"
"MK","IOC","National Olympic Committee"
"MK","ITU","member"
"MK","OSCE","member"
"MK","UN","member"
"MK","UNESCO","member"
"MK","UNIDO","member"
"MK","UPU","member"
"MK","WHO","member"
"MK","WIPO","member"
"MK","WMO","member"
"MK","WTrO","observer"
"MNE","CE","member"
"MNE","CEI","associate member"
"MNE","EBRD","member"
"MNE","FAO","member"
"MNE","IAEA","member"
"MNE","IBRD","member"
"MNE","ICAO","member"
"MNE","ICRM","National Society"
"MNE","IDA","Part II"
"MNE","IFC","member"
"MNE","IFRCS","member"
"MNE","ILO","member"
"MNE","IMF","member"
"MNE","IMO","member"
"MNE","Interpol","member"
"MNE","IOC","National Olympic Committee"
"MNE","IOM","member"
"MNE","ISO","member"
"MNE","ITU","member"
"MNE","OSCE","member"
"MNE","PCA","member"
"MNE","PFP","member"
"MNE","UN","member"
"MNE","UNESCO","member"
"MNE","UNHCR","member"
"MNE","UNIDO","member"
"MNE","UPU","member"
"MNE","WFTU","member"
"MNE","WHO","member"
"MNE","WIPO","member"
"MNE","WMO","member"
"MNG","AsDB","regional member"
"MNG","CCC","member"
"MNG","ESCAP","member"
"MNG","FAO","member"
"MNG","G-77","member"
"MNG","IAEA","member"
"MNG","IBRD","member"
"MNG","ICAO","member"
"MNG","ICRM","National Society"
"MNG","IDA","Part II"
"MNG","IFAD","Category III"
"MNG","IFC","member"
"MNG","IFRCS","member"
"MNG","ILO","member"
"MNG","IMF","member"
"MNG","Intelsat","nonsignatory user"
"MNG","Interpol","member"
"MNG","IOC","National Olympic Committee"
"MNG","ISO","member"
"MNG","ITU","member"
"MNG","NAM","member"
"MNG","UN","member"
"MNG","UNESCO","member"
"MNG","UNIDO","member"
"MNG","UPU","member"
"MNG","WFTU","member"
"MNG","WHO","member"
"MNG","WIPO","member"
"MNG","WMO","member"
"MNG","WToO","member"
"MNG","WTrO","applicant"
"MNTS","Caricom","member"
"MNTS","CDB","regional member"
"MNTS","Interpol","subbureau"
"MNTS","OECS","member"
"MNTS","UPU","member"
"MNTS","WFTU","member"
"MOC","ACP","member"
"MOC","AfDB","regional member"
"MOC","CCC","member"
"MOC","ECA","member"
"MOC","FAO","member"
"MOC","G-77","member"
"MOC","IBRD","member"
"MOC","ICAO","member"
"MOC","ICRM","National Society"
"MOC","IDA","Part II"
"MOC","IDB","member"
"MOC","IFAD","Category III"
"MOC","IFC","member"
"MOC","IFRCS","member"
"MOC","ILO","member"
"MOC","IMF","member"
"MOC","IMO","member"
"MOC","Inmarsat","member"
"MOC","Intelsat","member"
"MOC","Interpol","member"
"MOC","IOC","National Olympic Committee"
"MOC","IOM","observer"
"MOC","ITU","member"
"MOC","NAM","member"
"MOC","OAU","member"
"MOC","OIC","member"
"MOC","SADC","member"
"MOC","UN","member"
"MOC","UNESCO","member"
"MOC","UNIDO","member"
"MOC","UPU","member"
"MOC","WFTU","member"
"MOC","WHO","member"
"MOC","WMO","member"
"MOC","WTrO","member"
"MS","ACCT","member"
"MS","ACP","member"
"MS","AfDB","regional member"
"MS","C","member"
"MS","CCC","member"
"MS","ECA","member"
"MS","FAO","member"
"MS","G-77","member"
"MS","IAEA","member"
"MS","IBRD","member"
"MS","ICAO","member"
"MS","ICFTU","member"
"MS","ICRM","National Society"
"MS","IDA","Part II"
"MS","IFAD","Category III"
"MS","IFC","member"
"MS","IFRCS","member"
"MS","ILO","member"
"MS","IMF","member"
"MS","IMO","member"
"MS","Inmarsat","member"
"MS","Intelsat","member"
"MS","Interpol","member"
"MS","IOC","National Olympic Committee"
"MS","ISO","correspondent member"
"MS","ITU","member"
"MS","NAM","member"
"MS","OAU","member"
"MS","PCA","member"
"MS","SADC","member"
"MS","UN","member"
"MS","UNESCO","member"
"MS","UNIDO","member"
"MS","UPU","member"
"MS","WCL","member"
"MS","WFTU","member"
"MS","WHO","member"
"MS","WIPO","member"
"MS","WMO","member"
"MS","WToO","member"
"MS","WTrO","member"
"MV","AsDB","regional member"
"MV","C","member"
"MV","CP","member"
"MV","ESCAP","member"
"MV","FAO","member"
"MV","G-77","member"
"MV","IBRD","member"
"MV","ICAO","member"
"MV","IDA","Part II"
"MV","IDB","member"
"MV","IFAD","Category III"
"MV","IFC","member"
"MV","IMF","member"
"MV","IMO","member"
"MV","Intelsat","nonsignatory user"
"MV","Interpol","member"
"MV","IOC","National Olympic Committee"
"MV","ITU","member"
"MV","NAM","member"
"MV","OIC","member"
"MV","SAARC","member"
"MV","UN","member"
"MV","UNESCO","member"
"MV","UNIDO","member"
"MV","UPU","member"
"MV","WHO","member"
"MV","WMO","member"
"MV","WToO","member"
"MV","WTrO","member"
"MW","ACP","member"
"MW","AfDB","regional member"
"MW","C","member"
"MW","CCC","member"
"MW","ECA","member"
"MW","FAO","member"
"MW","G-77","member"
"MW","IBRD","member"
"MW","ICAO","member"
"MW","ICFTU","member"
"MW","ICRM","National Society"
"MW","IDA","Part II"
"MW","IFAD","Category III"
"MW","IFC","member"
"MW","IFRCS","member"
"MW","ILO","member"
"MW","IMF","member"
"MW","IMO","member"
"MW","Intelsat","member"
"MW","Interpol","member"
"MW","IOC","National Olympic Committee"
"MW","ISO","correspondent member"
"MW","ITU","member"
"MW","NAM","member"
"MW","OAU","member"
"MW","SADC","member"
"MW","UN","member"
"MW","UNAMIR","member"
"MW","UNESCO","member"
"MW","UNIDO","member"
"MW","UPU","member"
"MW","WFTU","member"
"MW","WHO","member"
"MW","WIPO","member"
"MW","WMO","member"
"MW","WToO","member"
"MW","WTrO","member"
"MYA","AsDB","regional member"
"MYA","CCC","member"
"MYA","CP","member"
"MYA","ESCAP","member"
"MYA","FAO","member"
"MYA","G-77","member"
"MYA","IAEA","member"
"MYA","IBRD","member"
"MYA","ICAO","member"
"MYA","ICRM","National Society"
"MYA","IDA","Part II"
"MYA","IFAD","Category III"
"MYA","IFC","member"
"MYA","IFRCS","member"
"MYA","ILO","member"
"MYA","IMF","member"
"MYA","IMO","member"
"MYA","Intelsat","nonsignatory user"
"MYA","Interpol","member"
"MYA","IOC","National Olympic Committee"
"MYA","ITU","member"
"MYA","Mekong Group","member"
"MYA","NAM","member"
"MYA","UN","member"
"MYA","UNESCO","member"
"MYA","UNIDO","member"
"MYA","UPU","member"
"MYA","WHO","member"
"MYA","WMO","member"
"MYA","WTrO","member"
"N","AfDB","nonregional member"
"N","ANC","member"
"N","AsDB","nonregional member"
"N","BIS","member"
"N","CBSS","member"
"N","CCC","member"
"N","CE","member"
"N","CERN","member"
"N","EBRD","member"
"N","ECE","member"
"N","EFTA","member"
"N","EN","member"
"N","ESA","member"
"N","FAO","member"
"N","IADB","member"
"N","IAEA","member"
"N","IBRD","member"
"N","ICAO","member"
"N","ICC","member"
"N","ICFTU","member"
"N","ICRM","National Society"
"N","IDA","Part I"
"N","IEA","member"
"N","IFAD","Category I"
"N","IFC","member"
"N","IFRCS","member"
"N","ILO","member"
"N","IMF","member"
"N","IMO","member"
"N","Inmarsat","member"
"N","Intelsat","member"
"N","Interpol","member"
"N","IOC","National Olympic Committee"
"N","IOM","member"
"N","ISO","member"
"N","ITU","member"
"N","MINURSO","member"
"N","MTCR","member"
"N","NAM","guest"
"N","NATO","member"
"N","NC","member"
"N","NIB","member"
"N","NSG","member"
"N","OECD","member"
"N","OSCE","member"
"N","PCA","member"
"N","UN","member"
"N","UNAVEM III","member"
"N","UNCRO","member"
"N","UNESCO","member"
"N","UNHCR","member"
"N","UNIDO","member"
"N","UNIFIL","member"
"N","UNITAR","member"
"N","UNPREDEP","member"
"N","UNPROFOR","member"
"N","UNTSO","member"
"N","UPU","member"
"N","WEU","associate member"
"N","WHO","member"
"N","WIPO","member"
"N","WMO","member"
"N","WTrO","member"
"N","ZC","member"
"NA","Caricom","observer"
"NA","ILO","member"
"NA","IMF","member"
"NA","Interpol","member"
"NA","IOC","National Olympic Committee"
"NA","UNESCO","associate member"
"NA","UPU","member"
"NA","WCL","member"
"NA","WMO","member"
"NA","WToO","associate member"
"NAM","ACP","member"
"NAM","AfDB","regional member"
"NAM","C","member"
"NAM","CCC","member"
"NAM","ECA","member"
"NAM","FAO","member"
"NAM","G-77","member"
"NAM","IAEA","member"
"NAM","IBRD","member"
"NAM","ICAO","member"
"NAM","ICRM","National Society"
"NAM","IFAD","Category III"
"NAM","IFC","member"
